1 SPENCER,J.T.
1 ALLIS,D.G.
1 AUGUSTE,C.G.
1 KAMP,E.M.
1 BRUCHEZ,M.P. JR.
1 JUNG,E.-K.
1 SILLETTI,S.A.
1 MESSING,A.
1 JOY,R.W. IV
1 ISMAIL,A.M.
1 HALL,A.E.
1 CLOSE,T.J.
1 NEVINS,D.J.
1 PELZ,D.T.
1 GERARD,R.D.
1 MEIDELL,R.S.
1 WILLARD,J.E.
1 REESE,D.E.
1 BADER,D.M.
1 BAXTER-LOWE,L.A.
1 KRULL,U.J.
1 PIUNNO,P.A.
1 HUDSON,R.H.E.
1 UDDIN,A.H.
1 LASSONCZYK,G.
1 KATHARIOU,S.
1 LEI,X.-H.
1 KRAH,E.R. III.
1 HARE,R.S.
1 MILLER,G.H.
1 SHIMER,G.H. JR.
1 HENDREN,R.W.
1 GILMAN,M.
1 HOLT,D.
1 CONWAY,P.L.
1 ELALOUF,J.-M.
1 AKEY,J.M.
1 SURES,I.G.
1 METEO DE ACOSTA DEL RIO,C.M.
1 SIEBURTH,D.
1 BLAZAR,B.A.
1 THURIEAU,C.A.
1 BERGE,G.
1 SALVETTI,A.
1 CHADEUF,G.
1 MARTINEZ,T.R.
1 GRIFFIN,A.C.
1 VAN DER VELDEN,S.
1 FISHER,P.A.
1 ZAIKA,A.
1 TUNES DE SOUSA,H.R.
1 BORCHELT,D.R.
1 HENCHAI,E.A.
1 DELAPORTE,E.
1 VANDEN HAESEVELDE,M.
1 BAEZ,L.
1 NEELKANTAN,N.
1 PILLAY,T.S.
1 BURKS,C.
1 DIAZ,P.W.
1 DUCKETT,C.S.
1 LUBECK,M.D.
1 NATUK,R.J.
1 CHANDA,P.K.
1 MURTHY,S.C.S.
1 ERKEL,G.
1 ANKE,T.
1 PATTERSON,S.D.
1 HUI,Z.
1 LOGARNINI,S.A.
1 TORRESI,J.
1 LANSDORP,P.
1 LOPEZ,O.J.
1 O'NEILL,R.A.
1 O'ROURKE,K.I.
1 BASZLER,T.V.
1 PARISH,S.M.
1 PHILLIPS,P.J.
1 USTUNER,K.F.
1 BRADLEY,C.E.
1 NAPOLITANO,D.J.
1 LIN,S.-H.
1 VAN DER LINDEN,R.H.J.
1 HEALEY,J.F.
1 LIBRATY,D.H.
1 TOMASI,T.B.
1 O'BRIEN,T.L.
1 EHRENBERG,M.
1 PAVLOV,M.
1 KINCADE,P.W.
1 RAUW,K.
1 THONART,P.
1 OBIRI,N.
1 MILLER,T.A.
1 PELOQUIN,J.J.
1 KARPEN,G.H.
1 HARI,K.L.
1 CONKLIN,B.R.
1 KLINGLER,M.
1 JONES,K.S.
1 SAMIS,K.
1 LAHIRI,D.
1 ZHOU,S.-Z.
1 PROHASKA,W.
1 OKUBARA,P.A.
1 EDGE,A.S.B.
1 OETTINGER,H.F.
1 TUKUO,F.
1 COCKBURN,A.
1 WHITE,S.E.
1 UNDEEN,A.H.
1 CARMAN,M.D.
1 GEORGES-COURBOT,M.C.
1 LU,C.Y.
1 BORRELLI,E.
1 DUPE,V.
1 REDDIG,P.J.
1 JANSEN,A.P.
1 SABOUNJIAN,A.
1 DEHAARD,J.J.W.
1 AMBRUS,J.L.
1 SCAMURRA,D.O.
1 STRAM,Y.
1 ROGEL,A.
1 EDELBAUM,O.
1 SHACHAR,Y.
1 ZANBERG,Y.
1 GONTMAKHER,T.
1 SHARMA,V.M.
1 BERGLUND,L.G.T.
1 HYUN,H.H.
1 DU,X.X.
1 DJAVAKHIA,V.
1 BATCHIKOVA,N.
1 KHOMUTOV,R.
1 NIKOLAEV,O.
1 OARD,J.H.
1 MAGOT,M.
1 WAKEFIELD,A.
1 KANG,I.-C.
1 MENON,S.A.
1 KANIGA,K.
1 MARKAROV,V.L.
1 STRICKER-KONGRA,A.
1 DEFRANC,E.
1 HOANG,A.
1 LHOMME,J.
1 LIU,H.-L.
1 PARCE,J.W.
1 HOLMLUND,J.T.
1 BRONNER,C.E.
1 DIAMANTSTEIN,T.
1 WARAKOMSKI,D.J. JR.
1 PYLE,D.J.
1 FISTER,W.E.
1 BOUHAMDAN,M.
1 DUAN,L.-X.
1 BOGEDAIN,C.
1 MAUER,K.-H.
1 SAXENA,I.M.
1 LIN,F.C.
1 BROWN,R.M. JR.
1 DALKO,M.
1 GALEY,J.-B.
1 KIRSCHLING,D.J.
1 PARK,S.-K.
1 YOON,J.-M.
1 OH,B.-K.
1 KOO,T.-Y.
1 LEE,B.-K.
1 HOSSAIN,A.
1 WHITE,J.F. JR.
1 HEI,D.J.
1 SEMPOWSKI,G.D.
1 VAISBERG,E.
1 LEVIN,L.R.
1 SCHOENMAKERS,H.F.P.M.
1 LIU,P.X.
1 WONG,J.P.H.
1 OLSEN,S.-P.
1 JORGENSEN,T.D.
1 STROBAEK,D.
1 ODUM,N.
1 HARMON,B.G.
1 BROCKUS,C.W.
1 BAZAR,L.S.
1 KOZYAVKIN,S.A.
1 MALYKH,A.G.
1 POLOUCHINE,N.N.
1 BECKMAN,K.B.
1 DUNLOP,R.W.
1 ROULLO,A.B.
1 FALK,C.J.
1 RAHARJO,S.B.
1 NURHANTARI,Y.
1 MCGARRY,T.J.
1 YOKOYANA,W.M.
1 DESOUSA,P.A.
1 KING,T.J.
1 WILMUT,I.
1 KULKARNI,R.N.R.
1 BASKARAN,K.
1 CHANDRASHEKARA,R.S.R.
1 UNIYAL,G.C.
1 SCHERBA,E.S.
1 AHEARN,J.M.
1 SKAMENE,E.
1 MALO,D.
1 SOLAS,D.W.
1 SAVERIO DI GIOVINE,F.
1 GARCHON,H.-J.
1 ABRAMSON,R.G.
1 LEAL-PINTO,E.
1 LIPKOWITZ,M.
1 RICHTER,E.
1 KORNBLUTH,R.
1 RUIZ-MARTINEZ,M.C.
1 DE MAN,R.A.
1 KEESLER,G.A.
1 HALVORSEN,J.-D.C.
1 FUNABA,Y.
1 TANAHASHI,M.
1 NYGREN,A.P.
1 NAGAO,I.
1 RODRIGUEZ SAIZ,M.
1 COLLADOS DE LA VIEJA,A.J.
1 MORENO VALLE,M.A.
1 DOUDAREVA,N.
1 MURFITT,L.M.
1 RACE,E.
1 OBRY,V.
1 GIELKENS,M.M.C.
1 KUMAR,P.V.N.A.
1 SHAHABUDDIN,S.
1 TRIVEDI,M.
1 KUNZ,S.E.
1 FISHER,W.F.
1 WURTZ,N.
1 WOLFF,E.A.
1 GREENFIELD,B.W.
1 FAMODU NEE MORAKINYO,O.O.
1 KIDOGUCHI,I.
1 VELECELEBI,G.
1 CHEN,Y.-G.
1 SARKAR,G.
1 BOLANDER,M.E.
1 LUND,E.G.
1 NGUYEN,D.N.
1 MCALLISTER,K.
1 GOLDSTEIN,H.
1 PAUL,J.B.
1 CHASKAR,H.
1 CHAVDA,S.J.
1 ABEDI,M.
1 PHILIBERT,R.A.
1 DELISI,L.
1 VEDAPURI,S.
1 TANG,C.K.
1 CHI,S.-C.
1 NAUWELAERS,S.M.I.
1 TINKELENBERG,A.H.
1 LILJEDAHL,G.
1 CREMER,T.
1 TSIM,K.W.K.
1 SUCHER,N.J.
1 HUSAIN,Z.
1 HARDWICK,J.M.
1 CHENG,E.H.
1 BURNETT,M.B.
1 KARITA,M.
1 YETHON,J.A.
1 ZOU,Y.-R.
1 KIELSZEWSKI,M.J.
1 KROGER,C.
1 BEN-DAVID,Y.
1 KERBEL,R.S.
1 PAK,B.J.
1 MILNE EDWARDS,J.-B.D.
1 BERNHARDT,D.
1 EMALFRAB,M.A.
1 TOBLER,K.
1 SUTER,M.
1 HODGSON,C.
1 RUGER,R.
1 SIVIK,M.R.
1 KLUESENER,B.W.
1 BODET,J.-F.
1 SCHEPER,W.M.
1 YEUNG,D.W.K.
1 BERGERON,V.
1 OSTNER,B.
1 SEONG,Y.-R.
1 SHUKLA,A.A.
1 DESHMUKH,R.R.
1 CRAMER,S.M.
1 MOORE,J.A.
1 MIES,D.
1 HOSTIKKA,S.L.
1 ZENG,Z.-Z.
1 LAM,B.K.
1 PENROSE,J.F.
1 SEIFART,K.-H.
1 KATSUBE-TANAKA,T.
1 SCHAIBLE,J.J.
1 STASKAWICS,B.J.
1 LAHIRI,J.
1 NEESER,J.-R.
1 PENA,D.J.
1 HOLLIWAY,W.D.
1 GALLERT,K.-C.
1 LEDEZMA,R.R.
1 TSAI,D.E.
1 LEHMANN,O.
1 SDICU,A.-M.
1 SHAHINIAN,S.S.
1 JAKEN,S.
1 WALLACE-BRODEUR,R.R.
1 PEFFLEY,E.B.
1 BROUGH,C.L.
1 KROON,J.T.M.
1 STORTI,W.J.
1 SIBLEY,K.
1 OVADIA,S.
1 KIMBALL,S.
1 FALVO,B.
1 DRYSDALE,C.M.
1 STACK,C.B.
1 ZIEGLER,B.L.
1 HESSING,J.G.M.
1 VERBAKEL,J.M.A.
1 GUIMARAES,M.J.
1 BERMAN,K.S.
1 DAVIS,S.E.
1 FIELDS,L.E.
1 VERROUST,P.J.
1 LIANG,B.T.
1 SILVIA,K.
1 STENBERG,L.
1 BANCROFT,F.C.
1 DOBRINDT,D.
1 SEGIL,N.
1 FREIRE,M.D.S.
1 BUTLER,J.H.
1 DUTCHER,R.C.
1 KANG,S.-Y.
1 LOFAS,S.
1 GOMEZ,J.E.
1 GARCIA,M.J.R.
1 FERNANDEZ,A.S.
1 ALVAREZ,J.I.C.
1 GLEBOV,O.K.
1 BORELLINI,F.
1 JACOBSON-KRAM,D.
1 OSTROVE,J.M.
1 BRODSKY,R.A.
1 CHAN,G.
1 JABLONSKI,S.
1 TOWLER,E.M.
1 EVELEIGH,J.F.
1 MULTANEN,K.
1 SORENSEN,M.
1 CALNEK,B.W.
1 LUCIO-MARTINEZ,B.
1 CARDONA,C.
1 HARRIS,R.W.
1 CHEN,B.-X.
1 DAWSON,H.N.
1 HESLIN,P.
1 LYNAM,N.R.
1 CAUDLE,R.M.
1 FINEGOLD,A.A.
1 MANNES,A.J.
1 OLAH,Z.
1 LYASHCHENKO,K.P.
1 MANCA,C.M.A.
1 LEUNG,T.K.
1 BUKANOV,N.O.
1 DAMMANN,R.
1 TSENG,T.-C.
1 AVERY,A.C.
1 CONRADT,B.
1 EPPLER,C.M.
1 HINTZ,W.
1 JAMES,N.
1 DOWSETT,A.C.
1 CHAN,M.-S.
1 KUTY,D.W.
1 TUTTLEMAN,J.
1 TRAUGH,J.A.
1 ROONEY,R.D.
1 JAKOBI,R.
1 TUAZON,P.T.
1 MEEK,W.E.
1 CARROLL,E.J. JR.
1 MONNIG,C.A.
1 KLEKOTA,B.
1 MADURA,R.
1 YODER,C.
1 DURTSCHI,B.
1 SIMMONDS,A.C.
1 O'BRIEN,S.J.
1 SHERWOOD,J.E.
1 CHO,J.-W.
1 KIL,H.-S.
1 BISANTI,B.
1 CIPRIANI,S.
1 COPPOLA,F.
1 HO,M.-H.
1 BERNHART,D.
1 SOHEL,I.
1 MCPHERSON,J.C.
1 KAY,R.
1 HORLEIN,D.
1 YUKIO,F.
1 YASUAKI,I.
1 TOMOKO,F.
1 EDMAN,J.
1 EDMAN,U.
1 LEONG,J.-A.C.
1 LAI,J.S.
1 CALLAWAY,J.E.
1 EISENACH,K.D.
1 CAVE,M.D.
1 BATES,J.H.
1 HAMMONDS,R.G. JR.
1 GUERRIER-TAKADA,C.L.
1 CHAN,W.-Y.
1 NUSSBAUM,S.R.
1 UEMSONO,K.
1 DEVCHAND,M.
1 RUFO,G.A. JR.
1 KARL,M.R.
1 HINES,S.A.
1 REDUKER,D.W.
1 PATARROYO,M.E.
1 LAURENCE,J.C.
1 FILMUS,J.E.
1 BUICK,R.N.
1 STACKENBRANDT,E.
1 WARD,P.J.
1 WILLS,J.W.
1 BISCHOFBERGER,N.W.
1 MARTINEAU,B.M.
1 SZE,P.
1 WINANT,R.C.
1 O'REILLY,D.R.
1 HERSCHLAG,D.
1 JAKUBOWSKI,J.A.
1 LETO,T.
1 LINNENBACH,A.
1 WILLIS,L.V.
1 OHYA,M.
1 ONOZAWA,T.
1 FREE,S.J.
1 MCNALLY,M.T.
1 TARAWNEH,K.A.
1 JOHNSON,T.B.
1 KUSH,A.
1 PALLADINO,L.O.
1 BAUDRY,B.
1 PRICE,G.
1 FRAPPIER,L.
1 BERNINGER,M.S.
1 PARK,L.S.
1 LERCH,L.B.
1 LEITER,J.M.E.
1 MEADEN,P.
1 WELLS,M.A.
1 PRASAD,S.V.
1 TARTOF,K.D.
1 WOLINSKY,E.
1 KIRCHNER,G.
1 BEAMAN,K.D.
1 COMSTOCK,K.E.
1 SANDERSON,B.J.S.
1 CLAFLIN,V.J.
1 PICKETT,M.H.
1 SCAZZOCCHIO,C.
1 PINGEL,K.
1 TARNOWSKI,S.J.
1 SCHUBERT,D.
1 HAAS,L.
1 GOODSON,R.J.
1 MCCABE,P.C.
1 KNAUF,M.J.
1 KELLER,J.W.
1 HEDEN,L.-O.
1 NAG,D.K.
1 SCARBOROUGH,R.M. JR.
1 HARDER,P.A.
1 LETO,K.J.
1 ROMESSER,J.A.
1 TEPPERMAN,J.M.
1 CHEUNG,A.K.
1 DAILEY,L.A.
1 CADDLE,M.S.
1 KRAMER,S.P.
1 GORENSTEIN,D.
1 FARSCHTSCHI,N.
1 SILLS,A.M.
1 HAAS,M.J.
1 LEGOCKI,R.P.
1 LEGOCKI,M.
1 BALDWIN,T.O.
1 DIGARD,P.E.
1 ARCURI,E.J.
1 GERBER,R.G.
1 KELLER,J.A.
1 KAZIRO,Y.
1 BRADLEY,W.E.C.
1 DEWYSE,P.
1 GOTTESMAN,M.
1 HOLLOMAN,W.
1 STOCK,C.A.
1 MCLOUGHLIN,T.J.
1 KLEIN,J.A.
1 DZIEGIEL,M.
1 BORRE,M.
1 VUUST,J.
1 RIENECK,K.
1 WIND,A.
1 JAKOBSEN,P.H.
1 FUJII,S. DECEASED
1 TAKADA,K. HEIR
1 KECK,P.J.
1 ACKERMAN,S.J.
1 SIBAKOV,M.
1 ULEVITCH,R.
1 TOBIAS,P.
1 HAUSHEER,F.H.
1 CAVANAUGH,P.F. JR.
1 CORDONNIER,M.-M.
1 PRATT,L.
1 CRONAN,J.E. JR.
1 MACNEIL,T.
1 RUBY,C.L.
1 STREICHER,S.L.
1 ARDMAN,B.
1 WONG,W.W.
1 MARSH,H.C. JR.
1 FRAZIER,M.E.
1 MALLAVIA,L.P.
1 BACA,O.G.
1 ENGEL,M.E.
1 URCAN,M.S.
1 KINNEY,J.A.
1 KURANDA,M.J.
1 KRANGEL,M.S.
1 SHIPLEY,G.D.
1 PITTELKOW,M.R.
1 COOK,P.W.
1 HOUSEY,G.
1 PASCALL,J.
1 MCKEOWN,A.
1 MATTHYSSENS,G.
1 WODAK,S.
1 PERSOON,M.L.N.
1 SOWA,B.A.
1 LERNHARDT,W.
1 HADWIGER,L.A.
1 CHIANG,C.C.
1 HOROVITZ,D.A.
1 GAYLE,M.A.
1 WATKINS,P.C.
1 KLEVAN,L.
1 PHADNIS,S.H.
1 SEVERINSON,E.
1 LEUNG,D.W.-H.
1 BURDICK,B.A.
1 KOTZIN,B.L.
1 SU,P.C.D.
1 TERMINE,J.D.
1 DOUGLAS,R.
1 PURCELL,R.D. JR.
1 LAU,D.T.Y.
1 TANAKA,R.D.
1 RICCI,B.S.
1 MOSLEY,S.T.
1 OKAHASHI,N.
1 JAY,S.D.
1 WU,A.L.
1 HOLMES,I.H.
1 ZARLENGA,D.S. JR.
1 GAMBLE,H.R.
1 SCHNEIDER,R.J.
1 BURCHHARDT,G.F.H.
1 GUIMARAES,W.V.
1 FISCHER,J.J.
1 BASERGA,S.J.
1 LYONS,D.E.
1 GRUBB,A.
1 NARDI,R.
1 AMARANT,T.
1 GUGLIETTA,A.
1 DURONIO,R.J.
1 SENDO,M.
1 DEGROOT,L.J.
1 SANES,J.
1 BRIDGES,I.
1 SCHUCH,W.
1 OBIN,M.S.
1 HEBERT,C.A.
1 DOLLINGER,G.D.
1 BRILL,W.
1 HARDMAN,K.
1 GILLESPIE,D.
1 MODRICH,P.
1 DEBY,C.
1 TRULLI,S.
1 SANDERS,B.M.
1 NICHOLS,J.L.
1 IMBER,B.E.
1 O'3 CALLAGHAN,D.J.
1 FUQUA,W.C. JR.
1 SODERLUND,H.E.
1 WECKMAN,A.M.
1 POPE,S.H.
1 AUGUSTINE,P.C.
1 MAIONE,T.E.
1 HOBBS,F.W. JR.
1 SERDAR,C.M.
1 MURDOCK,D.
1 MADONNA,M.J.
1 WLAKER,M.D.
1 BOULET,A.M.
1 BUHR,C.A.
1 FOWLER,D.E.
1 HORTON,P.G.
1 FERNANDEZ,J.M.
1 CHEHAB,F.F.
1 CLEMENT,J.-M.
1 SIMONSEN,C.C. SR.
1 PUGATSCH,T.
1 MENCHER,D.
1 FINLEY,D.
1 FLOW,E.F.
1 ST. JOHN,T.P.
1 IDZERDA,R.L.
1 HALVERSON,J.L.
1 HARDWICK,J.P.
1 KIRSCHNER,R.J.
1 ECKENRODE,F.M.
1 BRUNNER,D.P.
1 MAYER,J.M.
1 REDUKER,D.W. DECEASED
1 STILLER,D.
1 MAGNARELLI,L.A.
1 CATES,G.A.
1 CLARK,M.T.
1 O'BRIEN,S.P.
1 NCKX,L.M.
1 KAO,P.
1 LEHNERT,B.E.
1 SHEU,M.J.T.
1 JACOBSON-CROAK,K.L.
1 NIELSEN,R.B.
1 WEBB,D.J.
1 HALLING,B.P.
1 YUHAS,D.A.
1 VEMULAPALLI,R.
1 LEICHTFRIED,F.
1 ROUSTAN,J.-P.
1 PECH,J.-C.
1 HSU,L.-W.
1 CHANG,S.-C.
1 BABYAK,L.YA.
1 BEATTIE,D.
1 SONG,A.M.
1 YANAGIMACHI,R.
1 SIKDAR,S.
1 HUBBARD,N.L.
1 SUNG,Z.R.
1 ROBINEAU,T.
1 DIDIERJEAN,L.
1 BODEN WASTFALT,M.K.
1 OVARI,M.
1 KANTOFF,P.W.
1 GIOVANNUCCI,E.
1 VUYLSTEKE,M.J.R.
1 DRUBIN,D.G.
1 CHINTALACHARUVU,K.R.
1 JOSEPHSEN,J.
1 TEAGUE,W.M.
1 ALLEN,L.N.
1 GREIDER,C.W.
1 ADAMS,A.E.
1 CHIU,C.Y.
1 LENG,S.
1 WELCH,J.
1 AUSTIN,E.A.
1 CHARTIER-HARLIN,M.-C.
1 MERKEM,K.
1 WALKERPEACH,C.R.
1 ERKER,J.
1 MUERHOFF,S.
1 PILOT-MATIAS,T.
1 MUSHAHWAR,I.
1 LEGGETT,C.G.
1 WHITEHOUSE,E.
1 MAIN,J.
1 REICHARDT,J.K.V.
1 COETZEE,G.A.
1 HENDERSON,B.E.
1 MAKRIDAKIS,N.
1 KEMP,P.R.
1 DI GIOVANNI,G.D.
1 LECHEVALLIER,M.W.
1 OHNUMA,S.-I.
1 LONG,Q.
1 BENGRA,C.
1 BUTLER,P.J.G.
1 BRUNNER,A.
1 SHEPPARD,L.
1 KLEIN-VAN DER LEE,F.M.
1 GODDIJN,O.
1 TARIQ,H.A.
1 MUMM,R.H.
1 KHARBANDA,P.D.
1 COLEMAN,R.N.
1 PARR,T.B.
1 CARRITHERS,S.L.
1 DE GRAAF,D.
1 MIONE,M.
1 STUEHMER,T.
1 BEAUMONT,K.
1 GRASSIN,C.M.T.
1 MEEUWSEN,P.J.A.
1 VORAGEN,A.G.J.
1 COOK,J.C. III.
1 AZAIN,M.J.
1 DAVIES,E.T.
1 SHAH,A.K.
1 KLIMOWICZ,A.K.
1 CARROLL,S.L.
1 DALLOS,P.
1 MADISON,L.D.
1 KAWANISH,H.
1 SIMPSON,G.R.
1 GOURSE,R.L.
1 ESTREM,S.T.
1 ROSS,W.E.
1 GAAL,T.
1 WORDEN,M.M.
1 NYE,G.
1 LULE,J.
1 CHOI,J.-D.
1 VAN AMERONGEN,A.
1 FANT,F.
1 BORREMANS,F.A.
1 MELOEN,R.H.
1 SCHAAPER,W.M.M.
1 VAN GELDER,W.M.J.
1 SEIKI,K.
1 CEROTTINI,J.-C.
1 LUCHINSKAYA,N.N.
1 POPSUEVA,A.E.
1 ST. GALLAY,S.
1 WU,H.-K.
1 SLOSBERG,E.D.
1 DESAI,U.J.
1 WOLTERING,M.
1 CHAUDHARI,N.
1 HOFGEN,R.
1 HACHEY,J.
1 KULCSAR,F.
1 DE-VILLIERS-ZUR HAUSEN,E.-M.
1 KEES,U.R.
1 DE GREGORIO,E.
1 XIE,W.-F.
1 TUCHIYA,K.
1 RHEE,J.-S.
1 AKHTER,S.A.
1 ROCKMAN,H.
1 CSETE,M.
1 WOLFE,S.D.
1 TARGOFF,I.N.
1 YANG,T.-Y.
1 OGLEVEE-O'DONOVAN,W.
1 ARTECA,R.N.
1 ARTECA,J.
1 STOOTS,E.
1 MAGANTI,S.
1 GINGERAS,T.
1 SETALURI,V.
1 ROCK,C.O.
1 HEATH,R.J.
1 MOORE,K.A.
1 RYAN,T.M.
1 PALMITER,R.D.
1 BEHRINGER,R.R.
1 KOVTUN,Y.V.
1 TURGEON,E.R.
1 NABEKURA,K.
1 HIRASAWA,Y.
1 CHANG,L.-Y.E.
1 HAYEK,M.G.
1 KESSOUS,A.
1 COUTLEE,F.
1 SWIFT,M.R.
1 DEAN,A.D.
1 FRELINGER,J.A.
1 HYDE-DERUYSCHER,R.P.
1 MAK,J.
1 TERLESKY,K.C.
1 BUSCH,A.E.
1 ROACH,M.P.
1 MAKRIS,A.
1 EXPOSITO,J.-Y.
1 BURGIN,A.B.
1 MONOHARAN,M.
1 LOEHRLEIN,C.
1 SHALER,T.
1 STEPHENS,K.
1 STUEHR,D.J.
1 ADAK,S.
1 SIEGENTHALER,G.
1 YONG,H.H.
1 SPIROPOULOU,C.F.
1 JIRAGE,D.
1 TOOTLE,T.L.
1 FEYS,B.J.F.
1 SISTA,P.
1 CHOUDHRY,S.
1 ATKINSON,R.M.
1 COWAN,D.M.
1 HUANG,C.B.B.
1 HALKIER,D.A.
1 MUKOPADHYAY,T.
1 KUPPUSWAMY,M.
1 BUTT,N.
1 DELCOUR,J.M.A.M.G.
1 PADGETT,K.A.
1 GAVIN,D.
1 ABERNATHY,C.
1 EDMAN,J.C.
1 KASTNER,D.L.
1 AKSENTIJEVICHH,I.
1 SOOD,R.
1 BLAKE,T.
1 LIU,P.P.
1 GUMUCIO,D.L.
1 RICKE,D.O.
1 DOGGETT,N.A.
1 PRAS,M.
1 OUELLET,F.
1 PIFFANELLI,P.
1 FADOK,V.A.
1 HENSON,P.M.
1 KRAMAROV,V.M.
1 IGNATOV,K.B.
1 HALLINAN,J.P.
1 BARSKI,O.A.
1 AGUILAR-CORDOVA,E.C.
1 BOHREN,K.M.
1 GABBAY,K.H.
1 FRIESEL,R.E.
1 PETRENKO,A.G.
1 KRASNOPEROV,V.G.
1 MORSY,M.
1 ZHAO,J.Z.
1 DANABOYINA,R.
1 NADUKKUDY,V.E.
1 JOSHY,J.
1 SILVIAN,L.F.
1 FAUCHET,C.R.J.
1 KAUFFMANN,E.K.
1 MIYADA,G.
1 SMEDSRUD-OVAL,M.
1 LADAVIERE,C.
1 VAN DER PLOEG,L.
1 TARPEY,R.W.
1 DAVITZ,M.A.
1 SNAVELY,M.
1 KLIONSKY,L.
1 PERRINO,F.W.
1 CHRISTENSEN,S.K.
1 IDEI,A.
1 PENG,K.W.
1 MOREADITH,R.W.
1 ZINN,A.R.
1 WATSON,M.L.
1 HESS,K.D.
1 ALBRIGHT,G.M.
1 SHIGENOBU,S.
1 ARTHUR,J.C.
1 VANSOOY,K.
1 MATTHES,H.W.D.
1 KASLIN,E.
1 LUYTEN,M.
1 ZERWES,H.-G.
1 WANG,J.Z.
1 MERCHANT,P.
1 HOSEL,W.
1 PETER,J.
1 HARTWIG,J.H.
1 MELLADO DURAN,E.
1 GUISAN SEIJAS,J.M.
1 FUENTE,B.
1 LAUERMANN,V.
1 HIGHKIN,M.K.
1 BLOOM,F.E.
1 FOYE,P.E.
1 HOOGEVEEN,R.C.
1 LALLEMAND,J.-Y.
1 ANNEREAU,J.-P.
1 GOETZ,W.K.
1 CAMRAS,M.D.
1 GARDNER,N.F.
1 KERN,R.S.
1 STOCKMAN,S.A.
1 BEDDING,R.A.
1 CLARK,S.D.
1 BUTLER,K.L.
1 VELLA,J.L.
1 DRIVER,F.
1 HARRIS,W. JR.
1 NOARING,J.
1 BRANNON,M.
1 RATLIFF,T.L.
1 DE LUMLEY-WOODYEAR,T.
1 FREEMAN,A.
1 WARNER,M.S.
1 GERAGHTY,R.J.
1 MARTINEZ,W.M.
1 WHITBECK,C.J.
1 KRUMMENACHER,C.
1 GOURLIE,B.
1 STRIZHKOV,B.
1 PHILLIPS,J.A. III
1 O'NEIL,T.E.
1 YORK,J.J.
1 VIITANEN,P.
1 ELAHI,S.M.
1 DESTOUMIEUX,D.
1 HUNTER,F.F.
1 BIDOCHKA,M.J.
1 WISE,C.A.
1 DOERMANN,P.
1 SEKI,B.
1 AZAR,Y.
1 AQEILAN,R.I.
1 BELOSTOTSKY,R.
1 DIEU-NOSJEAN,M.C.
1 BOER DE,M.
1 HARTOG DEN,M.T.
1 LINNENBACH,A.J.
1 HERLYN,D.
1 WEBER-VIVAT,M.
1 GELEZUINAS,R.
1 GELLNER,K.
1 KOPKA,I.E.
1 MAGRIOTIS,P.A.
1 ELGOYHEN,A.B.
1 MELOTTO,M.
1 ILELLER,R.A.
1 VANWART,H.E.
1 CHOI,J.-I.
1 DESANLIS-CREMOND,F.
1 SHENG,X.
1 KODALI,D.R.
1 ROSS,O.
1 MOQUIN,J.-F.
1 DUFOUR,C.
1 ADAMS,C.L.
1 SABRY,J.H.
1 CROMPTON,A.M.
1 CABLE,J.M.
1 GOTWALS,P.J.
1 BYRNE,L.M.
1 PUGH,C.S.G.
1 DAVID,J.-P.
1 VON RUDEN,T.
1 STOCKTON,D.W.
1 LIN-LIN,I.
1 REBOUL-BECQUART,S.
1 HARDING,E.I.
1 DUFFORD,M.
1 PETERSEN,J.M.
1 HER,L.-S.
1 GLODOWSKI,D.R.
1 JANG,M.-S.
1 WEL,M.-H.
1 WAKAO,K.
1 GOYAL,L.
1 WEIHER,G.
1 GU,C.L.
1 STEINBERG,D.A.
1 TARCZY-HORNOCH,K.
1 DEAN,R.
1 DEMARS,R.I.
1 LOCHETTO,C.
1 ZHOU,J.-M.
1 DAVIES,S.W.
1 ZINSEN,P.
1 VAN BECKHOVEN,R.F.W.C.
1 LEVY SCHIL,S.
1 HUSON,P.L.
1 MOSIER,D.E.
1 ENGELHARD,V.M.
1 AKUTAGAWA,T.
1 GLOAGUEN,I.
1 DE MARTIS,A.
1 LU,H.-H.
1 PARIS,C.
1 CLARK DICKEY,K.A.
1 MENIN,J.F.
1 HUI,G.S.N.
1 PANG,L.-Y.
1 HO,W.K.K.
1 KRINGELUM,B.
1 NILLSON,D.
1 TURCK,J.A.
1 SIEGEL,M.S.
1 MCINTIRE,S.L.
1 SCHUSKE,K.
1 REID,W.C.
1 DAVIS,H.G. JR.
1 JOHNSON,E.I.
1 NIERMANN,M.
1 SLOAN,D.J.
1 MIN,K.-T.
1 POSNETT,D.N.
1 CHANG,S.-Y.P.
1 KOVACS,J.A.
1 MASUR,H.
1 GILL,V.J.
1 SCHIFFER,H.H.
1 NEAGU,C.
1 BRUNSON,D.B.
1 ROBERTS,M.C.
1 GREEN,E.M.
1 CUSDIN,F.S.
1 KISHIHARA,K.
1 UPTON,N.
1 KENNETT,G.A.
1 HARDT,W.-D.
1 LEWIS,J.M.
1 MCGOWAN,E.M.
1 BROMMONSCHENKEL,S.H.
1 DONTA,S.T.
1 CARTWRIGHT,M.J.
1 IKUNO,Y.
1 BEIN,K.
1 CHEN,L.-F.O.
1 ROBB,L.G.
1 NANDURKAR,H.H.
1 BEGLEY,C.G.
1 OLDFIELD,E.H.
1 RAM,Z.
